4  !number of header lines including this one
The data for W, Nr, Kab, Kw, Kdm and H2O_abko were taken from "dataSpec_P4.m"
The data for Ks and H2O_refr have been interpolated from "OPTCOEFF.DAT"
W	Nr	Kdm	Kab	Kw	Ks	H2O_refr	H2O_abko	
2001  !number of spectral bands
1.060	1.433790	2.300E+00	0.000E+00	1.480E-01	0.000290	1.328070	1.480E-01	
1.061	1.433680	2.300E+00	0.000E+00	1.460E-01	0.000282	1.328057	1.460E-01	
1.062	1.433560	2.300E+00	0.000E+00	1.450E-01	0.000274	1.328044	1.450E-01	
1.063	1.433440	2.300E+00	0.000E+00	1.440E-01	0.000266	1.328031	1.440E-01	
1.064	1.433350	2.300E+00	0.000E+00	1.440E-01	0.000258	1.328018	1.440E-01	
1.065	1.433350	2.300E+00	0.000E+00	1.430E-01	0.000250	1.328005	1.430E-01	
1.066	1.433370	2.300E+00	0.000E+00	1.430E-01	0.000242	1.327992	1.430E-01	
1.067	1.433350	2.300E+00	0.000E+00	1.420E-01	0.000234	1.327979	1.420E-01	
1.068	1.433300	2.300E+00	0.000E+00	1.410E-01	0.000226	1.327966	1.410E-01	
1.069	1.433200	2.300E+00	0.000E+00	1.410E-01	0.000218	1.327953	1.410E-01	
1.070	1.433060	2.300E+00	0.000E+00	1.410E-01	0.000210	1.327940	1.410E-01	
1.071	1.432940	2.300E+00	0.000E+00	1.410E-01	0.000203	1.327885	1.410E-01	
1.072	1.432810	2.300E+00	0.000E+00	1.410E-01	0.000196	1.327830	1.410E-01	
1.073	1.432680	2.300E+00	0.000E+00	1.410E-01	0.000189	1.327775	1.410E-01	
1.074	1.432530	2.300E+00	0.000E+00	1.410E-01	0.000182	1.327720	1.410E-01	
1.075	1.432380	2.300E+00	0.000E+00	1.410E-01	0.000175	1.327665	1.410E-01	
1.076	1.432230	2.300E+00	0.000E+00	1.430E-01	0.000168	1.327610	1.430E-01	
1.077	1.432090	2.300E+00	0.000E+00	1.440E-01	0.000161	1.327555	1.440E-01	
1.078	1.431950	2.300E+00	0.000E+00	1.440E-01	0.000154	1.327500	1.440E-01	
1.079	1.431820	2.300E+00	0.000E+00	1.440E-01	0.000147	1.327445	1.440E-01	
1.080	1.431700	2.300E+00	0.000E+00	1.440E-01	0.000140	1.327390	1.440E-01	
1.081	1.431570	2.300E+00	0.000E+00	1.460E-01	0.000136	1.327351	1.460E-01	
1.082	1.431480	2.300E+00	0.000E+00	1.480E-01	0.000132	1.327312	1.480E-01	
1.083	1.431430	2.300E+00	0.000E+00	1.500E-01	0.000128	1.327273	1.500E-01	
1.084	1.431370	2.300E+00	0.000E+00	1.520E-01	0.000124	1.327234	1.520E-01	
1.085	1.431300	2.300E+00	0.000E+00	1.530E-01	0.000120	1.327195	1.530E-01	
1.086	1.431200	2.300E+00	0.000E+00	1.550E-01	0.000116	1.327156	1.550E-01	
1.087	1.431050	2.300E+00	0.000E+00	1.560E-01	0.000112	1.327117	1.560E-01	
1.088	1.430880	2.300E+00	0.000E+00	1.580E-01	0.000108	1.327078	1.580E-01	
1.089	1.430720	2.300E+00	0.000E+00	1.600E-01	0.000104	1.327039	1.600E-01	
1.090	1.430560	2.300E+00	0.000E+00	1.630E-01	0.000100	1.327000	1.630E-01	
1.091	1.430410	2.300E+00	0.000E+00	1.660E-01	0.000097	1.326999	1.660E-01	
1.092	1.430300	2.300E+00	0.000E+00	1.680E-01	0.000094	1.326998	1.680E-01	
1.093	1.430250	2.300E+00	0.000E+00	1.690E-01	0.000091	1.326997	1.690E-01	
1.094	1.430210	2.300E+00	0.000E+00	1.710E-01	0.000088	1.326996	1.710E-01	
1.095	1.430120	2.300E+00	0.000E+00	1.740E-01	0.000085	1.326995	1.740E-01	
1.096	1.429980	2.300E+00	0.000E+00	1.780E-01	0.000082	1.326994	1.780E-01	
1.097	1.429750	2.300E+00	0.000E+00	1.820E-01	0.000079	1.326993	1.820E-01	
1.098	1.429520	2.300E+00	0.000E+00	1.870E-01	0.000076	1.326992	1.870E-01	
1.099	1.429400	2.300E+00	0.000E+00	1.890E-01	0.000073	1.326991	1.890E-01	
1.100	1.429310	2.300E+00	0.000E+00	1.910E-01	0.000070	1.326990	1.910E-01	
1.101	1.429210	2.300E+00	0.000E+00	1.930E-01	0.000068	1.326992	1.930E-01	
1.102	1.429110	2.300E+00	0.000E+00	1.970E-01	0.000066	1.326994	1.970E-01	
1.103	1.429040	2.300E+00	0.000E+00	2.010E-01	0.000064	1.326996	2.010E-01	
1.104	1.428950	2.300E+00	0.000E+00	2.030E-01	0.000062	1.326998	2.030E-01	
1.105	1.428810	2.300E+00	0.000E+00	2.050E-01	0.000060	1.327000	2.050E-01	
1.106	1.428650	2.300E+00	0.000E+00	2.080E-01	0.000058	1.327002	2.080E-01	
1.107	1.428460	2.300E+00	0.000E+00	2.120E-01	0.000056	1.327004	2.120E-01	
1.108	1.428320	2.300E+00	0.000E+00	2.170E-01	0.000054	1.327006	2.170E-01	
1.109	1.428320	2.300E+00	0.000E+00	2.200E-01	0.000052	1.327008	2.200E-01	
1.110	1.428380	2.300E+00	0.000E+00	2.220E-01	0.000050	1.327010	2.220E-01	
1.111	1.428420	2.300E+00	0.000E+00	2.250E-01	0.000048	1.327013	2.250E-01	
1.112	1.428420	2.300E+00	0.000E+00	2.300E-01	0.000046	1.327016	2.300E-01	
1.113	1.428370	2.300E+00	0.000E+00	2.340E-01	0.000044	1.327019	2.340E-01	
1.114	1.428300	2.300E+00	0.000E+00	2.350E-01	0.000042	1.327022	2.350E-01	
1.115	1.428260	2.300E+00	0.000E+00	2.340E-01	0.000040	1.327025	2.340E-01	
1.116	1.428170	2.300E+00	0.000E+00	2.350E-01	0.000038	1.327028	2.350E-01	
1.117	1.427990	2.300E+00	0.000E+00	2.400E-01	0.000036	1.327031	2.400E-01	
1.118	1.427800	2.300E+00	0.000E+00	2.450E-01	0.000034	1.327034	2.450E-01	
1.119	1.427640	2.300E+00	0.000E+00	2.490E-01	0.000032	1.327037	2.490E-01	
1.120	1.427520	2.300E+00	0.000E+00	2.530E-01	0.000030	1.327040	2.530E-01	
1.121	1.427380	2.300E+00	0.000E+00	2.580E-01	0.000029	1.326986	2.580E-01	
1.122	1.427210	2.300E+00	0.000E+00	2.650E-01	0.000028	1.326932	2.650E-01	
1.123	1.427010	2.300E+00	0.000E+00	2.720E-01	0.000027	1.326878	2.720E-01	
1.124	1.426830	2.300E+00	0.000E+00	2.770E-01	0.000026	1.326824	2.770E-01	
1.125	1.426750	2.300E+00	0.000E+00	2.810E-01	0.000025	1.326770	2.810E-01	
1.126	1.426700	2.300E+00	0.000E+00	2.890E-01	0.000024	1.326716	2.890E-01	
1.127	1.426630	2.300E+00	0.000E+00	3.020E-01	0.000023	1.326662	3.020E-01	
1.128	1.426550	2.300E+00	0.000E+00	3.160E-01	0.000022	1.326608	3.160E-01	
1.129	1.426440	2.300E+00	0.000E+00	3.270E-01	0.000021	1.326554	3.270E-01	
1.130	1.426310	2.300E+00	0.000E+00	3.380E-01	0.000020	1.326500	3.380E-01	
1.131	1.426190	2.300E+00	0.000E+00	3.530E-01	0.000019	1.326446	3.530E-01	
1.132	1.426050	2.300E+00	0.000E+00	3.770E-01	0.000018	1.326392	3.770E-01	
1.133	1.425910	2.300E+00	0.000E+00	4.040E-01	0.000017	1.326338	4.040E-01	
1.134	1.425800	2.300E+00	0.000E+00	4.280E-01	0.000016	1.326284	4.280E-01	
1.135	1.425710	2.300E+00	0.000E+00	4.500E-01	0.000015	1.326230	4.500E-01	
1.136	1.425630	2.300E+00	0.000E+00	4.710E-01	0.000014	1.326176	4.710E-01	
1.137	1.425570	2.300E+00	0.000E+00	4.930E-01	0.000013	1.326122	4.930E-01	
1.138	1.425520	2.300E+00	0.000E+00	5.200E-01	0.000012	1.326068	5.200E-01	
1.139	1.425400	2.300E+00	0.000E+00	5.570E-01	0.000011	1.326014	5.570E-01	
1.140	1.425200	2.300E+00	0.000E+00	6.050E-01	0.000010	1.325960	6.050E-01	
1.141	1.425000	2.300E+00	0.000E+00	6.520E-01	0.000010	1.325963	6.520E-01	
1.142	1.424890	2.300E+00	0.000E+00	6.860E-01	0.000010	1.325966	6.860E-01	
1.143	1.424810	2.300E+00	0.000E+00	7.160E-01	0.000010	1.325969	7.160E-01	
1.144	1.424670	2.300E+00	0.000E+00	7.540E-01	0.000010	1.325972	7.540E-01	
1.145	1.424420	2.300E+00	0.000E+00	8.060E-01	0.000010	1.325975	8.060E-01	
1.146	1.424130	2.300E+00	0.000E+00	8.600E-01	0.000010	1.325978	8.600E-01	
1.147	1.423870	2.300E+00	0.000E+00	8.980E-01	0.000010	1.325981	8.980E-01	
1.148	1.423680	2.300E+00	0.000E+00	9.250E-01	0.000010	1.325984	9.250E-01	
1.149	1.423540	2.300E+00	0.000E+00	9.490E-01	0.000010	1.325987	9.490E-01	
1.150	1.423410	2.300E+00	0.000E+00	9.770E-01	0.000010	1.325990	9.770E-01	
1.151	1.423290	2.300E+00	0.000E+00	1.010E+00	0.000009	1.325992	1.010E+00	
1.152	1.423160	2.300E+00	0.000E+00	1.040E+00	0.000008	1.325994	1.040E+00	
1.153	1.422990	2.300E+00	0.000E+00	1.070E+00	0.000007	1.325996	1.070E+00	
1.154	1.422810	2.300E+00	0.000E+00	1.100E+00	0.000006	1.325998	1.100E+00	
1.155	1.422600	2.300E+00	0.000E+00	1.120E+00	0.000005	1.326000	1.120E+00	
1.156	1.422450	2.300E+00	0.000E+00	1.130E+00	0.000004	1.326002	1.130E+00	
1.157	1.422380	2.300E+00	0.000E+00	1.140E+00	0.000003	1.326004	1.140E+00	
1.158	1.422330	2.300E+00	0.000E+00	1.150E+00	0.000002	1.326006	1.150E+00	
1.159	1.422300	2.300E+00	0.000E+00	1.160E+00	0.000001	1.326008	1.160E+00	
1.160	1.422250	2.300E+00	0.000E+00	1.170E+00	0.000000	1.326010	1.170E+00	
1.161	1.422200	2.300E+00	0.000E+00	1.180E+00	0.000000	1.326014	1.180E+00	
1.162	1.422150	2.300E+00	0.000E+00	1.190E+00	0.000000	1.326018	1.190E+00	
1.163	1.422130	2.300E+00	0.000E+00	1.190E+00	0.000000	1.326022	1.190E+00	
1.164	1.422080	2.300E+00	0.000E+00	1.200E+00	0.000000	1.326026	1.200E+00	
1.165	1.421950	2.300E+00	0.000E+00	1.200E+00	0.000000	1.326030	1.200E+00	
1.166	1.421770	2.300E+00	0.000E+00	1.200E+00	0.000000	1.326034	1.200E+00	
1.167	1.421640	2.300E+00	0.000E+00	1.200E+00	0.000000	1.326038	1.200E+00	
1.168	1.421560	2.300E+00	0.000E+00	1.210E+00	0.000000	1.326042	1.210E+00	
1.169	1.421520	2.300E+00	0.000E+00	1.210E+00	0.000000	1.326046	1.210E+00	
1.170	1.421470	2.300E+00	0.000E+00	1.210E+00	0.000000	1.326050	1.210E+00	
1.171	1.421260	2.300E+00	0.000E+00	1.210E+00	0.000000	1.326016	1.210E+00	
1.172	1.421000	2.300E+00	0.000E+00	1.220E+00	0.000000	1.325982	1.220E+00	
1.173	1.420780	2.300E+00	0.000E+00	1.230E+00	0.000000	1.325948	1.230E+00	
1.174	1.420670	2.300E+00	0.000E+00	1.230E+00	0.000000	1.325914	1.230E+00	
1.175	1.420640	2.300E+00	0.000E+00	1.230E+00	0.000000	1.325880	1.230E+00	
1.176	1.420650	2.300E+00	0.000E+00	1.230E+00	0.000000	1.325846	1.230E+00	
1.177	1.420660	2.300E+00	0.000E+00	1.230E+00	0.000000	1.325812	1.230E+00	
1.178	1.420640	2.300E+00	0.000E+00	1.230E+00	0.000000	1.325778	1.230E+00	
1.179	1.420610	2.300E+00	0.000E+00	1.240E+00	0.000000	1.325744	1.240E+00	
1.180	1.420520	2.300E+00	0.000E+00	1.240E+00	0.000000	1.325710	1.240E+00	
1.181	1.420300	2.300E+00	0.000E+00	1.240E+00	0.000000	1.325646	1.240E+00	
1.182	1.420050	2.300E+00	0.000E+00	1.240E+00	0.000000	1.325582	1.240E+00	
1.183	1.419870	2.300E+00	0.000E+00	1.250E+00	0.000000	1.325518	1.250E+00	
1.184	1.419830	2.300E+00	0.000E+00	1.250E+00	0.000000	1.325454	1.250E+00	
1.185	1.419930	2.300E+00	0.000E+00	1.260E+00	0.000000	1.325390	1.260E+00	
1.186	1.420140	2.300E+00	0.000E+00	1.260E+00	0.000000	1.325326	1.260E+00	
1.187	1.420380	2.300E+00	0.000E+00	1.260E+00	0.000000	1.325262	1.260E+00	
1.188	1.420520	2.300E+00	0.000E+00	1.260E+00	0.000000	1.325198	1.260E+00	
1.189	1.420480	2.300E+00	0.000E+00	1.260E+00	0.000000	1.325134	1.260E+00	
1.190	1.420300	2.300E+00	0.000E+00	1.270E+00	0.000000	1.325070	1.270E+00	
1.191	1.419990	2.300E+00	0.000E+00	1.270E+00	0.000000	1.325056	1.270E+00	
1.192	1.419600	2.300E+00	0.000E+00	1.270E+00	0.000000	1.325042	1.270E+00	
1.193	1.419190	2.300E+00	0.000E+00	1.270E+00	0.000000	1.325028	1.270E+00	
1.194	1.418880	2.300E+00	0.000E+00	1.280E+00	0.000000	1.325014	1.280E+00	
1.195	1.418740	2.300E+00	0.000E+00	1.280E+00	0.000000	1.325000	1.280E+00	
1.196	1.418740	2.300E+00	0.000E+00	1.280E+00	0.000000	1.324986	1.280E+00	
1.197	1.418770	2.300E+00	0.000E+00	1.280E+00	0.000000	1.324972	1.280E+00	
1.198	1.418790	2.300E+00	0.000E+00	1.280E+00	0.000000	1.324958	1.280E+00	
1.199	1.418720	2.300E+00	0.000E+00	1.280E+00	0.000000	1.324944	1.280E+00	
1.200	1.418610	2.300E+00	0.000E+00	1.270E+00	0.000000	1.324930	1.270E+00	
1.201	1.418480	2.300E+00	0.000E+00	1.270E+00	0.000000	1.324939	1.270E+00	
1.202	1.418270	2.300E+00	0.000E+00	1.270E+00	0.000000	1.324948	1.270E+00	
1.203	1.418100	2.300E+00	0.000E+00	1.270E+00	0.000000	1.324957	1.270E+00	
1.204	1.417950	2.300E+00	0.000E+00	1.270E+00	0.000000	1.324966	1.270E+00	
1.205	1.417830	2.300E+00	0.000E+00	1.270E+00	0.000000	1.324975	1.270E+00	
1.206	1.417760	2.310E+00	0.000E+00	1.260E+00	0.000000	1.324984	1.260E+00	
1.207	1.417710	2.310E+00	0.000E+00	1.260E+00	0.000000	1.324993	1.260E+00	
1.208	1.417630	2.310E+00	0.000E+00	1.260E+00	0.000000	1.325002	1.260E+00	
1.209	1.417480	2.310E+00	0.000E+00	1.260E+00	0.000000	1.325011	1.260E+00	
1.210	1.417330	2.310E+00	0.000E+00	1.260E+00	0.000000	1.325020	1.260E+00	
1.211	1.417270	2.320E+00	0.000E+00	1.250E+00	0.000000	1.325018	1.250E+00	
1.212	1.417230	2.320E+00	0.000E+00	1.250E+00	0.000000	1.325016	1.250E+00	
1.213	1.417160	2.320E+00	0.000E+00	1.240E+00	0.000000	1.325014	1.240E+00	
1.214	1.417020	2.320E+00	0.000E+00	1.240E+00	0.000000	1.325012	1.240E+00	
1.215	1.416850	2.330E+00	0.000E+00	1.240E+00	0.000000	1.325010	1.240E+00	
1.216	1.416680	2.330E+00	0.000E+00	1.240E+00	0.000000	1.325008	1.240E+00	
1.217	1.416540	2.330E+00	0.000E+00	1.230E+00	0.000000	1.325006	1.230E+00	
1.218	1.416410	2.340E+00	0.000E+00	1.220E+00	0.000000	1.325004	1.220E+00	
1.219	1.416270	2.340E+00	0.000E+00	1.220E+00	0.000000	1.325002	1.220E+00	
1.220	1.416070	2.350E+00	0.000E+00	1.210E+00	0.000000	1.325000	1.210E+00	
1.221	1.415820	2.350E+00	0.000E+00	1.210E+00	0.000000	1.324998	1.210E+00	
1.222	1.415600	2.350E+00	0.000E+00	1.210E+00	0.000000	1.324996	1.210E+00	
1.223	1.415480	2.360E+00	0.000E+00	1.210E+00	0.000000	1.324994	1.210E+00	
1.224	1.415400	2.360E+00	0.000E+00	1.200E+00	0.000000	1.324992	1.200E+00	
1.225	1.415270	2.370E+00	0.000E+00	1.200E+00	0.000000	1.324990	1.200E+00	
1.226	1.415130	2.370E+00	0.000E+00	1.200E+00	0.000000	1.324988	1.200E+00	
1.227	1.415110	2.380E+00	0.000E+00	1.200E+00	0.000000	1.324986	1.200E+00	
1.228	1.415080	2.380E+00	0.000E+00	1.200E+00	0.000000	1.324984	1.200E+00	
1.229	1.414970	2.390E+00	0.000E+00	1.190E+00	0.000000	1.324982	1.190E+00	
1.230	1.414850	2.400E+00	0.000E+00	1.190E+00	0.000000	1.324980	1.190E+00	
1.231	1.414730	2.400E+00	0.000E+00	1.180E+00	0.000000	1.324987	1.180E+00	
1.232	1.414610	2.410E+00	0.000E+00	1.180E+00	0.000000	1.324994	1.180E+00	
1.233	1.414540	2.410E+00	0.000E+00	1.180E+00	0.000000	1.325001	1.180E+00	
1.234	1.414460	2.420E+00	0.000E+00	1.170E+00	0.000000	1.325008	1.170E+00	
1.235	1.414330	2.420E+00	0.000E+00	1.170E+00	0.000000	1.325015	1.170E+00	
1.236	1.414150	2.430E+00	0.000E+00	1.160E+00	0.000000	1.325022	1.160E+00	
1.237	1.413900	2.440E+00	0.000E+00	1.160E+00	0.000000	1.325029	1.160E+00	
1.238	1.413640	2.440E+00	0.000E+00	1.160E+00	0.000000	1.325036	1.160E+00	
1.239	1.413450	2.450E+00	0.000E+00	1.160E+00	0.000000	1.325043	1.160E+00	
1.240	1.413280	2.450E+00	0.000E+00	1.160E+00	0.000000	1.325050	1.160E+00	
1.241	1.413040	2.460E+00	0.000E+00	1.150E+00	0.000000	1.325039	1.150E+00	
1.242	1.412850	2.470E+00	0.000E+00	1.150E+00	0.000000	1.325028	1.150E+00	
1.243	1.412830	2.470E+00	0.000E+00	1.140E+00	0.000000	1.325017	1.140E+00	
1.244	1.412830	2.480E+00	0.000E+00	1.140E+00	0.000000	1.325006	1.140E+00	
1.245	1.412760	2.490E+00	0.000E+00	1.130E+00	0.000000	1.324995	1.130E+00	
1.246	1.412620	2.490E+00	0.000E+00	1.130E+00	0.000000	1.324984	1.130E+00	
1.247	1.412440	2.500E+00	0.000E+00	1.130E+00	0.000000	1.324973	1.130E+00	
1.248	1.412260	2.510E+00	0.000E+00	1.120E+00	0.000000	1.324962	1.120E+00	
1.249	1.412190	2.510E+00	0.000E+00	1.120E+00	0.000000	1.324951	1.120E+00	
1.250	1.412160	2.520E+00	0.000E+00	1.120E+00	0.000000	1.324940	1.120E+00	
1.251	1.412140	2.530E+00	0.000E+00	1.110E+00	0.000000	1.324883	1.110E+00	
1.252	1.412070	2.530E+00	0.000E+00	1.110E+00	0.000000	1.324826	1.110E+00	
1.253	1.411950	2.540E+00	0.000E+00	1.100E+00	0.000000	1.324769	1.100E+00	
1.254	1.411800	2.550E+00	0.000E+00	1.100E+00	0.000000	1.324712	1.100E+00	
1.255	1.411640	2.550E+00	0.000E+00	1.100E+00	0.000000	1.324655	1.100E+00	
1.256	1.411500	2.560E+00	0.000E+00	1.100E+00	0.000000	1.324598	1.100E+00	
1.257	1.411360	2.560E+00	0.000E+00	1.100E+00	0.000000	1.324541	1.100E+00	
1.258	1.411240	2.570E+00	0.000E+00	1.100E+00	0.000000	1.324484	1.100E+00	
1.259	1.411180	2.580E+00	0.000E+00	1.100E+00	0.000000	1.324427	1.100E+00	
1.260	1.411140	2.580E+00	0.000E+00	1.090E+00	0.000000	1.324370	1.090E+00	
1.261	1.411090	2.590E+00	0.000E+00	1.090E+00	0.000000	1.324329	1.090E+00	
1.262	1.410990	2.600E+00	0.000E+00	1.090E+00	0.000000	1.324288	1.090E+00	
1.263	1.410810	2.600E+00	0.000E+00	1.080E+00	0.000000	1.324247	1.080E+00	
1.264	1.410600	2.610E+00	0.000E+00	1.080E+00	0.000000	1.324206	1.080E+00	
1.265	1.410400	2.610E+00	0.000E+00	1.080E+00	0.000000	1.324165	1.080E+00	
1.266	1.410250	2.620E+00	0.000E+00	1.080E+00	0.000000	1.324124	1.080E+00	
1.267	1.410210	2.630E+00	0.000E+00	1.080E+00	0.000000	1.324083	1.080E+00	
1.268	1.410220	2.630E+00	0.000E+00	1.080E+00	0.000000	1.324042	1.080E+00	
1.269	1.410280	2.640E+00	0.000E+00	1.080E+00	0.000000	1.324001	1.080E+00	
1.270	1.410270	2.640E+00	0.000E+00	1.080E+00	0.000000	1.323960	1.080E+00	
1.271	1.410120	2.650E+00	0.000E+00	1.080E+00	0.000000	1.323961	1.080E+00	
1.272	1.409900	2.650E+00	0.000E+00	1.090E+00	0.000000	1.323962	1.090E+00	
1.273	1.409680	2.660E+00	0.000E+00	1.090E+00	0.000000	1.323963	1.090E+00	
1.274	1.409470	2.660E+00	0.000E+00	1.100E+00	0.000000	1.323964	1.100E+00	
1.275	1.409280	2.670E+00	0.000E+00	1.100E+00	0.000000	1.323965	1.100E+00	
1.276	1.409150	2.670E+00	0.000E+00	1.110E+00	0.000000	1.323966	1.110E+00	
1.277	1.409120	2.680E+00	0.000E+00	1.110E+00	0.000000	1.323967	1.110E+00	
1.278	1.409120	2.680E+00	0.000E+00	1.110E+00	0.000000	1.323968	1.110E+00	
1.279	1.409060	2.690E+00	0.000E+00	1.120E+00	0.000000	1.323969	1.120E+00	
1.280	1.408950	2.690E+00	0.000E+00	1.120E+00	0.000000	1.323970	1.120E+00	
1.281	1.408770	2.690E+00	0.000E+00	1.130E+00	0.000000	1.323973	1.130E+00	
1.282	1.408560	2.700E+00	0.000E+00	1.140E+00	0.000000	1.323976	1.140E+00	
1.283	1.408330	2.700E+00	0.000E+00	1.150E+00	0.000000	1.323979	1.150E+00	
1.284	1.408120	2.700E+00	0.000E+00	1.160E+00	0.000000	1.323982	1.160E+00	
1.285	1.407980	2.710E+00	0.000E+00	1.160E+00	0.000000	1.323985	1.160E+00	
1.286	1.407880	2.710E+00	0.000E+00	1.170E+00	0.000000	1.323988	1.170E+00	
1.287	1.407770	2.710E+00	0.000E+00	1.180E+00	0.000000	1.323991	1.180E+00	
1.288	1.407720	2.720E+00	0.000E+00	1.180E+00	0.000000	1.323994	1.180E+00	
1.289	1.407780	2.720E+00	0.000E+00	1.190E+00	0.000000	1.323997	1.190E+00	
1.290	1.407850	2.720E+00	0.000E+00	1.200E+00	0.000000	1.324000	1.200E+00	
1.291	1.407790	2.720E+00	0.000E+00	1.210E+00	0.000000	1.324002	1.210E+00	
1.292	1.407690	2.730E+00	0.000E+00	1.220E+00	0.000000	1.324004	1.220E+00	
1.293	1.407610	2.730E+00	0.000E+00	1.230E+00	0.000000	1.324006	1.230E+00	
1.294	1.407490	2.730E+00	0.000E+00	1.240E+00	0.000000	1.324008	1.240E+00	
1.295	1.407280	2.730E+00	0.000E+00	1.250E+00	0.000000	1.324010	1.250E+00	
1.296	1.407040	2.730E+00	0.000E+00	1.270E+00	0.000000	1.324012	1.270E+00	
1.297	1.406800	2.730E+00	0.000E+00	1.280E+00	0.000000	1.324014	1.280E+00	
1.298	1.406590	2.730E+00	0.000E+00	1.300E+00	0.000000	1.324016	1.300E+00	
1.299	1.406440	2.730E+00	0.000E+00	1.310E+00	0.000000	1.324018	1.310E+00	
1.300	1.406370	2.720E+00	0.000E+00	1.320E+00	0.000000	1.324020	1.320E+00	
1.301	1.406230	2.740E+00	0.000E+00	1.340E+00	0.000000	1.324024	1.340E+00	
1.302	1.406150	2.730E+00	0.000E+00	1.350E+00	0.000000	1.324028	1.350E+00	
1.303	1.405910	2.720E+00	0.000E+00	1.370E+00	0.000000	1.324032	1.370E+00	
1.304	1.405660	2.710E+00	0.000E+00	1.390E+00	0.000000	1.324036	1.390E+00	
1.305	1.405560	2.700E+00	0.000E+00	1.420E+00	0.000000	1.324040	1.420E+00	
1.306	1.405470	2.700E+00	0.000E+00	1.440E+00	0.000000	1.324044	1.440E+00	
1.307	1.405500	2.690E+00	0.000E+00	1.470E+00	0.000000	1.324048	1.470E+00	
1.308	1.405540	2.690E+00	0.000E+00	1.490E+00	0.000000	1.324052	1.490E+00	
1.309	1.405600	2.690E+00	0.000E+00	1.510E+00	0.000000	1.324056	1.510E+00	
1.310	1.405690	2.680E+00	0.000E+00	1.530E+00	0.000000	1.324060	1.530E+00	
1.311	1.405780	2.680E+00	0.000E+00	1.550E+00	0.000000	1.324031	1.550E+00	
1.312	1.405780	2.680E+00	0.000E+00	1.580E+00	0.000000	1.324002	1.580E+00	
1.313	1.405660	2.680E+00	0.000E+00	1.610E+00	0.000000	1.323973	1.610E+00	
1.314	1.405510	2.670E+00	0.000E+00	1.640E+00	0.000000	1.323944	1.640E+00	
1.315	1.405310	2.670E+00	0.000E+00	1.670E+00	0.000000	1.323915	1.670E+00	
1.316	1.405130	2.670E+00	0.000E+00	1.700E+00	0.000000	1.323886	1.700E+00	
1.317	1.405000	2.670E+00	0.000E+00	1.730E+00	0.000000	1.323857	1.730E+00	
1.318	1.404880	2.670E+00	0.000E+00	1.760E+00	0.000000	1.323828	1.760E+00	
1.319	1.404800	2.670E+00	0.000E+00	1.790E+00	0.000000	1.323799	1.790E+00	
1.320	1.404630	2.680E+00	0.000E+00	1.830E+00	0.000000	1.323770	1.830E+00	
1.321	1.404510	2.670E+00	0.000E+00	1.870E+00	0.000000	1.323712	1.870E+00	
1.322	1.404400	2.680E+00	0.000E+00	1.910E+00	0.000000	1.323654	1.910E+00	
1.323	1.404390	2.680E+00	0.000E+00	1.940E+00	0.000000	1.323596	1.940E+00	
1.324	1.404440	2.680E+00	0.000E+00	1.970E+00	0.000000	1.323538	1.970E+00	
1.325	1.404530	2.670E+00	0.000E+00	2.010E+00	0.000000	1.323480	2.010E+00	
1.326	1.404490	2.660E+00	0.000E+00	2.050E+00	0.000000	1.323422	2.050E+00	
1.327	1.404360	2.670E+00	0.000E+00	2.100E+00	0.000000	1.323364	2.100E+00	
1.328	1.404200	2.670E+00	0.000E+00	2.150E+00	0.000000	1.323306	2.150E+00	
1.329	1.404030	2.670E+00	0.000E+00	2.200E+00	0.000000	1.323248	2.200E+00	
1.330	1.404030	2.660E+00	0.000E+00	2.240E+00	0.000000	1.323190	2.240E+00	
1.331	1.404120	2.660E+00	0.000E+00	2.280E+00	0.000000	1.323161	2.280E+00	
1.332	1.404150	2.670E+00	0.000E+00	2.310E+00	0.000000	1.323132	2.310E+00	
1.333	1.404000	2.670E+00	0.000E+00	2.360E+00	0.000000	1.323103	2.360E+00	
1.334	1.403660	2.680E+00	0.000E+00	2.410E+00	0.000000	1.323074	2.410E+00	
1.335	1.403390	2.690E+00	0.000E+00	2.480E+00	0.000000	1.323045	2.480E+00	
1.336	1.403220	2.680E+00	0.000E+00	2.540E+00	0.000000	1.323016	2.540E+00	
1.337	1.403080	2.700E+00	0.000E+00	2.590E+00	0.000000	1.322987	2.590E+00	
1.338	1.403050	2.710E+00	0.000E+00	2.630E+00	0.000000	1.322958	2.630E+00	
1.339	1.403150	2.720E+00	0.000E+00	2.670E+00	0.000000	1.322929	2.670E+00	
1.340	1.403300	2.720E+00	0.000E+00	2.700E+00	0.000000	1.322900	2.700E+00	
1.341	1.403360	2.730E+00	0.000E+00	2.740E+00	0.000000	1.322908	2.740E+00	
1.342	1.403280	2.740E+00	0.000E+00	2.780E+00	0.000000	1.322916	2.780E+00	
1.343	1.403170	2.740E+00	0.000E+00	2.830E+00	0.000000	1.322924	2.830E+00	
1.344	1.402840	2.750E+00	0.000E+00	2.890E+00	0.000000	1.322932	2.890E+00	
1.345	1.402320	2.760E+00	0.000E+00	2.960E+00	0.000000	1.322940	2.960E+00	
1.346	1.401760	2.780E+00	0.000E+00	3.030E+00	0.000000	1.322948	3.030E+00	
1.347	1.401340	2.790E+00	0.000E+00	3.100E+00	0.000000	1.322956	3.100E+00	
