4  !number of header lines including this one
The data for W, Nr, Kab, Kw, Kdm and H2O_abko were taken from "dataSpec_P4.m"
The data for Ks and H2O_refr have been interpolated from "OPTCOEFF.DAT"
W           Nr          Kdm         Kab         Kw          Ks          H2O_refr    H2O_abko    
0.754       1.47642     2.300E+00        1.460E-04        2.750E-02        0.071116    1.331908    2.750E-02        
0.755       1.4763      2.300E+00        1.370E-04        2.750E-02        0.07037     1.331885    2.750E-02        
0.756       1.47616     2.300E+00        1.280E-04        2.750E-02        0.069624    1.331862    2.750E-02        
0.757       1.476       2.300E+00        1.210E-04        2.760E-02        0.068878    1.331839    2.760E-02        
0.758       1.47582     2.300E+00        1.140E-04        2.760E-02        0.068132    1.331816    2.760E-02        
0.759       1.47564     2.300E+00        1.080E-04        2.770E-02        0.067386    1.331793    2.770E-02        
0.76        1.47544     2.300E+00        1.040E-04        2.770E-02        0.06664     1.33177     2.770E-02        
0.761       1.47526     2.300E+00        9.890E-05        2.770E-02        0.065954    1.331699    2.770E-02        
0.762       1.47507     2.300E+00        9.420E-05        2.770E-02        0.065268    1.331628    2.770E-02        
0.763       1.47488     2.300E+00        8.970E-05        2.770E-02        0.064582    1.331557    2.770E-02        
0.764       1.47469     2.300E+00        8.530E-05        2.770E-02        0.063896    1.331486    2.770E-02        
0.765       1.4745      2.300E+00        8.090E-05        2.770E-02        0.06321     1.331415    2.770E-02        
0.766       1.47431     2.300E+00        7.670E-05        2.770E-02        0.062524    1.331344    2.770E-02        
0.767       1.47412     2.300E+00        7.250E-05        2.770E-02        0.061838    1.331273    2.770E-02        
0.768       1.47393     2.300E+00        6.850E-05        2.760E-02        0.061152    1.331202    2.760E-02        
0.769       1.47373     2.300E+00        6.450E-05        2.760E-02        0.060466    1.331131    2.760E-02        
0.77        1.47351     2.300E+00        6.070E-05        2.750E-02        0.05978     1.33106     2.750E-02        
0.771       1.47331     2.300E+00        5.690E-05        2.750E-02        0.059105    1.331051    2.750E-02        
0.772       1.4731      2.300E+00        5.330E-05        2.750E-02        0.05843     1.331042    2.750E-02        
0.773       1.47289     2.300E+00        4.970E-05        2.740E-02        0.057755    1.331033    2.740E-02        
0.774       1.47269     2.300E+00        4.630E-05        2.730E-02        0.05708     1.331024    2.730E-02        
0.775       1.4725      2.300E+00        4.300E-05        2.720E-02        0.056405    1.331015    2.720E-02        
0.776       1.4723      2.300E+00        3.970E-05        2.710E-02        0.05573     1.331006    2.710E-02        
0.777       1.4721      2.300E+00        3.660E-05        2.700E-02        0.055055    1.330997    2.700E-02        
0.778       1.47192     2.300E+00        3.370E-05        2.690E-02        0.05438     1.330988    2.690E-02        
0.779       1.47175     2.300E+00        3.080E-05        2.680E-02        0.053705    1.330979    2.680E-02        
0.78        1.47158     2.300E+00        2.800E-05        2.660E-02        0.05303     1.33097     2.660E-02        
0.781       1.4714      2.300E+00        2.540E-05        2.640E-02        0.052436    1.330976    2.640E-02        
0.782       1.47123     2.300E+00        2.290E-05        2.630E-02        0.051842    1.330982    2.630E-02        
0.783       1.47107     2.300E+00        2.050E-05        2.620E-02        0.051248    1.330988    2.620E-02        
0.784       1.47092     2.300E+00        1.820E-05        2.610E-02        0.050654    1.330994    2.610E-02        
0.785       1.47075     2.300E+00        1.610E-05        2.590E-02        0.05006     1.331       2.590E-02        
0.786       1.47056     2.300E+00        1.400E-05        2.560E-02        0.049466    1.331006    2.560E-02        
0.787       1.47038     2.300E+00        1.220E-05        2.520E-02        0.048872    1.331012    2.520E-02        
0.788       1.47021     2.300E+00        1.040E-05        2.510E-02        0.048278    1.331018    2.510E-02        
0.789       1.47003     2.300E+00        8.770E-06        2.500E-02        0.047684    1.331024    2.500E-02        
0.79        1.46986     2.300E+00        7.270E-06        2.470E-02        0.04709     1.33103     2.470E-02        
0.791       1.4697      2.300E+00        5.910E-06        2.450E-02        0.046564    1.331024    2.450E-02        
0.792       1.46953     2.300E+00        4.690E-06        2.410E-02        0.046038    1.331018    2.410E-02        
0.793       1.46934     2.300E+00        3.600E-06        2.390E-02        0.045512    1.331012    2.390E-02        
0.794       1.46915     2.300E+00        2.660E-06        2.370E-02        0.044986    1.331006    2.370E-02        
0.795       1.46896     2.300E+00        1.850E-06        2.360E-02        0.04446     1.331       2.360E-02        
0.796       1.46877     2.300E+00        1.190E-06        2.340E-02        0.043934    1.330994    2.340E-02        
0.797       1.46858     2.300E+00        6.710E-07        2.320E-02        0.043408    1.330988    2.320E-02        
0.798       1.4684      2.300E+00        2.990E-07        2.300E-02        0.042882    1.330982    2.300E-02        
0.799       1.46824     2.300E+00        7.500E-08        2.280E-02        0.042356    1.330976    2.280E-02        
0.8         1.46808     2.300E+00        0.000E+00        2.250E-02        0.04183     1.33097     2.250E-02        
0.801       1.46792     2.300E+00        0.000E+00        2.240E-02        0.041356    1.330969    2.240E-02        
0.802       1.46775     2.300E+00        0.000E+00        2.240E-02        0.040882    1.330968    2.240E-02        
0.803       1.46757     2.300E+00        0.000E+00        2.220E-02        0.040408    1.330967    2.220E-02        
0.804       1.46738     2.300E+00        0.000E+00        2.200E-02        0.039934    1.330966    2.200E-02        
0.805       1.4672      2.300E+00        0.000E+00        2.200E-02        0.03946     1.330965    2.200E-02        
0.806       1.46701     2.300E+00        0.000E+00        2.200E-02        0.038986    1.330964    2.200E-02        
0.807       1.46684     2.300E+00        0.000E+00        2.200E-02        0.038512    1.330963    2.200E-02        
0.808       1.46667     2.300E+00        0.000E+00        2.180E-02        0.038038    1.330962    2.180E-02        
0.809       1.46652     2.300E+00        0.000E+00        2.190E-02        0.037564    1.330961    2.190E-02        
0.81        1.46637     2.300E+00        0.000E+00        2.190E-02        0.03709     1.33096     2.190E-02        
0.811       1.46622     2.300E+00        0.000E+00        2.190E-02        0.036674    1.330879    2.190E-02        
0.812       1.46606     2.300E+00        0.000E+00        2.200E-02        0.036258    1.330798    2.200E-02        
0.813       1.46589     2.300E+00        0.000E+00        2.210E-02        0.035842    1.330717    2.210E-02        
0.814       1.46573     2.300E+00        0.000E+00        2.220E-02        0.035426    1.330636    2.220E-02        
